Store_Name,Discount,link,Scraped_Date
Blue Illusion,6.00% Cashback,https://www.shopback.com.au/blue-illusion?feature_id=64263&feature_name=Blue+Illusion&feature_type=sboc-baseline&feature_position=469&merchant_id=64263&merchant_name=Blue+Illusion&offer_id=64263&offer_type=oc&offer_name=Blue+Illusion&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_64263,2023/04/01
Sheet Society,1.61% Cashback,https://www.shopback.com.au/sheet-society?feature_id=71911&feature_name=Sheet+Society&feature_type=sboc-baseline&feature_position=470&merchant_id=71911&merchant_name=Sheet+Society&offer_id=71911&offer_type=oc&offer_name=Sheet+Society&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_71911,2023/04/01
JAG,Up to 4.90% Cashback,https://www.shopback.com.au/jag?feature_id=22889&feature_name=JAG&feature_type=sboc-baseline&feature_position=471&merchant_id=22889&merchant_name=JAG&offer_id=22889&offer_type=oc&offer_name=JAG&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_22889,2023/04/01
Gap,2.80% Cashback,https://www.shopback.com.au/gap?feature_id=8015&feature_name=Gap&feature_type=sboc-baseline&feature_position=472&merchant_id=8015&merchant_name=Gap&offer_id=8015&offer_type=oc&offer_name=Gap&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8015,2023/04/01
James Lane,Up to 2.80% Cashback,https://www.shopback.com.au/james-lane?feature_id=73300&feature_name=James+Lane&feature_type=sboc-baseline&feature_position=473&merchant_id=73300&merchant_name=James+Lane&offer_id=73300&offer_type=oc&offer_name=James+Lane&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_73300,2023/04/01
Dymocks Books,Up to 2.10% Cashback,https://www.shopback.com.au/dymocks-books?feature_id=7969&feature_name=Dymocks+Books&feature_type=sboc-baseline&feature_position=474&merchant_id=7969&merchant_name=Dymocks+Books&offer_id=7969&offer_type=oc&offer_name=Dymocks+Books&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7969,2023/04/01
StrawberryNet,7.20% Cashback,https://www.shopback.com.au/strawberrynet?feature_id=7836&feature_name=StrawberryNet&feature_type=sboc-baseline&feature_position=475&merchant_id=7836&merchant_name=StrawberryNet&offer_id=7836&offer_type=oc&offer_name=StrawberryNet&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7836,2023/04/01
OtterBox,4.20% Cashback,https://www.shopback.com.au/otterbox?feature_id=8568&feature_name=OtterBox&feature_type=sboc-baseline&feature_position=476&merchant_id=8568&merchant_name=OtterBox&offer_id=8568&offer_type=oc&offer_name=OtterBox&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8568,2023/04/01
Camera House,2.40% Cashback,https://www.shopback.com.au/camera-house?feature_id=7864&feature_name=Camera+House&feature_type=sboc-baseline&feature_position=477&merchant_id=7864&merchant_name=Camera+House&offer_id=7864&offer_type=oc&offer_name=Camera+House&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7864,2023/04/01
OnTheList Flash Sales,2.80% Cashback,https://www.shopback.com.au/onthelist-flash-sales?feature_id=65962&feature_name=OnTheList+Flash+Sales&feature_type=sboc-baseline&feature_position=478&merchant_id=65962&merchant_name=OnTheList+Flash+Sales&offer_id=65962&offer_type=oc&offer_name=OnTheList+Flash+Sales&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_65962,2023/04/01
Wiggle,2.00% Cashback,https://www.shopback.com.au/wiggle?feature_id=8345&feature_name=Wiggle&feature_type=sboc-baseline&feature_position=479&merchant_id=8345&merchant_name=Wiggle&offer_id=8345&offer_type=oc&offer_name=Wiggle&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8345,2023/04/01
GoodnessMe,3.00% Cashback,https://www.shopback.com.au/goodnessme?feature_id=8023&feature_name=GoodnessMe&feature_type=sboc-baseline&feature_position=480&merchant_id=8023&merchant_name=GoodnessMe&offer_id=8023&offer_type=oc&offer_name=GoodnessMe&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8023,2023/04/01
Soulara,Up to 6.00% Cashback,https://www.shopback.com.au/soulara?feature_id=63652&feature_name=Soulara&feature_type=sboc-baseline&feature_position=481&merchant_id=63652&merchant_name=Soulara&offer_id=63652&offer_type=oc&offer_name=Soulara&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_63652,2023/04/01
SIR the label,Up to 4.50% Cashback,https://www.shopback.com.au/sir-the-label?feature_id=20003&feature_name=SIR+the+label&feature_type=sboc-baseline&feature_position=482&merchant_id=20003&merchant_name=SIR+the+label&offer_id=20003&offer_type=oc&offer_name=SIR+the+label&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_20003,2023/04/01
Vida Glow,3.90% Cashback,https://www.shopback.com.au/vida-glow?feature_id=154989&feature_name=Vida+Glow&feature_type=sboc-baseline&feature_position=483&merchant_id=154989&merchant_name=Vida+Glow&offer_id=154989&offer_type=oc&offer_name=Vida+Glow&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_154989,2023/04/01
sass & bide,4.20% Cashback,https://www.shopback.com.au/sass-and-bide?feature_id=14055&feature_name=sass+%26+bide&feature_type=sboc-baseline&feature_position=484&merchant_id=14055&merchant_name=sass+%26+bide&offer_id=14055&offer_type=oc&offer_name=sass+%26+bide&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_14055,2023/04/01
Automotive Superstore,1.20% Cashback,https://www.shopback.com.au/automotive-superstore?feature_id=8404&feature_name=Automotive+Superstore&feature_type=sboc-baseline&feature_position=485&merchant_id=8404&merchant_name=Automotive+Superstore&offer_id=8404&offer_type=oc&offer_name=Automotive+Superstore&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8404,2023/04/01
Beautopia,6.00% Cashback,https://www.shopback.com.au/beautopia?feature_id=8297&feature_name=Beautopia&feature_type=sboc-baseline&feature_position=486&merchant_id=8297&merchant_name=Beautopia&offer_id=8297&offer_type=oc&offer_name=Beautopia&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8297,2023/04/01
Petals,9.00% Cashback,https://www.shopback.com.au/petals?feature_id=8284&feature_name=Petals&feature_type=sboc-baseline&feature_position=487&merchant_id=8284&merchant_name=Petals&offer_id=8284&offer_type=oc&offer_name=Petals&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8284,2023/04/01
Remedy Drinks,3.60% Cashback,https://www.shopback.com.au/remedy-drinks?feature_id=21047&feature_name=Remedy+Drinks&feature_type=sboc-baseline&feature_position=488&merchant_id=21047&merchant_name=Remedy+Drinks&offer_id=21047&offer_type=oc&offer_name=Remedy+Drinks&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_21047,2023/04/01
Laithwaites,6.50% Cashback,https://www.shopback.com.au/laithwaites?feature_id=63567&feature_name=Laithwaites&feature_type=sboc-baseline&feature_position=489&merchant_id=63567&merchant_name=Laithwaites&offer_id=63567&offer_type=oc&offer_name=Laithwaites&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_63567,2023/04/01
The Self Styler,3.80% Cashback,https://www.shopback.com.au/the-self-styler?feature_id=64555&feature_name=The+Self+Styler&feature_type=sboc-baseline&feature_position=490&merchant_id=64555&merchant_name=The+Self+Styler&offer_id=64555&offer_type=oc&offer_name=The+Self+Styler&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_64555,2023/04/01
Sanity,Up to 3.60% Cashback,https://www.shopback.com.au/sanity?feature_id=7791&feature_name=Sanity&feature_type=sboc-baseline&feature_position=491&merchant_id=7791&merchant_name=Sanity&offer_id=7791&offer_type=oc&offer_name=Sanity&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7791,2023/04/01
Supplement Mart,2.50% Cashback,https://www.shopback.com.au/supplement-mart?feature_id=63160&feature_name=Supplement+Mart&feature_type=sboc-baseline&feature_position=492&merchant_id=63160&merchant_name=Supplement+Mart&offer_id=63160&offer_type=oc&offer_name=Supplement+Mart&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_63160,2023/04/01
Afends,Up to 3.00% Cashback,https://www.shopback.com.au/afends?feature_id=64090&feature_name=Afends&feature_type=sboc-baseline&feature_position=493&merchant_id=64090&merchant_name=Afends&offer_id=64090&offer_type=oc&offer_name=Afends&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_64090,2023/04/01
Toymate,4.90% Cashback,https://www.shopback.com.au/toymate?feature_id=188048&feature_name=Toymate&feature_type=sboc-baseline&feature_position=494&merchant_id=188048&merchant_name=Toymate&offer_id=188048&offer_type=oc&offer_name=Toymate&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_188048,2023/04/01
Chain Reaction Cycles,1.40% Cashback,https://www.shopback.com.au/chain-reaction-cycles?feature_id=8267&feature_name=Chain+Reaction+Cycles&feature_type=sboc-baseline&feature_position=495&merchant_id=8267&merchant_name=Chain+Reaction+Cycles&offer_id=8267&offer_type=oc&offer_name=Chain+Reaction+Cycles&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8267,2023/04/01
Nisbets Catering Supplies,2.50% Cashback,https://www.shopback.com.au/nisbets-catering-supplies?feature_id=8139&feature_name=Nisbets+Catering+Supplies&feature_type=sboc-baseline&feature_position=496&merchant_id=8139&merchant_name=Nisbets+Catering+Supplies&offer_id=8139&offer_type=oc&offer_name=Nisbets+Catering+Supplies&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8139,2023/04/01
